Date,Factory,Product,Production
2025-01-19,Factory_2,Product_4,517
2025-01-19,Factory_3,Product_5,307
2025-01-19,Factory_3,Product_6,211
2025-01-19,Factory_4,Product_7,311
2025-01-19,Factory_4,Product_8,932
2025-01-19,Factory_5,Product_10,644
2025-01-19,Factory_5,Product_9,107
2025-01-20,Factory_1,Product_1,8364
2025-01-20,Factory_1,Product_2,6857
2025-01-20,Factory_2,Product_3,604
2025-01-20,Factory_2,Product_4,12977
2025-01-20,Factory_3,Product_5,4836
2025-01-20,Factory_3,Product_6,3472
2025-01-20,Factory_4,Product_7,7182
2025-01-20,Factory_4,Product_8,13180
2025-01-20,Factory_5,Product_10,12770
2025-01-20,Factory_5,Product_9,2253
2025-01-21,Factory_1,Product_1,9551
2025-01-21,Factory_1,Product_2,10596
2025-01-21,Factory_2,Product_3,445
2025-01-21,Factory_2,Product_4,12181
2025-01-21,Factory_3,Product_5,6240
2025-01-21,Factory_3,Product_6,3981
2025-01-21,Factory_4,Product_7,7191
2025-01-21,Factory_4,Product_8,17758
2025-01-21,Factory_5,Product_10,15185
2025-01-21,Factory_5,Product_9,2706
2025-01-22,Factory_1,Product_1,9344
2025-01-22,Factory_1,Product_2,9781
2025-01-22,Factory_2,Product_3,584
2025-01-22,Factory_2,Product_4,10823
2025-01-22,Factory_3,Product_5,4385
2025-01-22,Factory_3,Product_6,3681
2025-01-22,Factory_4,Product_7,7084
2025-01-22,Factory_4,Product_8,15328
2025-01-22,Factory_5,Product_10,13500
2025-01-22,Factory_5,Product_9,2324
2025-01-23,Factory_1,Product_1,9421
2025-01-23,Factory_1,Product_2,11269
2025-01-23,Factory_2,Product_3,568
2025-01-23,Factory_2,Product_4,11781
2025-01-23,Factory_3,Product_5,5803
2025-01-23,Factory_3,Product_6,4249
2025-01-23,Factory_4,Product_7,6500
2025-01-23,Factory_4,Product_8,16347
2025-01-23,Factory_5,Product_10,14172
2025-01-23,Factory_5,Product_9,2428
2025-01-24,Factory_1,Product_1,9460
2025-01-24,Factory_1,Product_2,11671
2025-01-24,Factory_2,Product_3,554
2025-01-24,Factory_2,Product_4,11894
2025-01-24,Factory_3,Product_5,5688
2025-01-24,Factory_3,Product_6,4141
2025-01-24,Factory_4,Product_7,5605
2025-01-24,Factory_4,Product_8,16654
2025-01-24,Factory_5,Product_10,16173
2025-01-24,Factory_5,Product_9,2577
2025-01-25,Factory_1,Product_1,588
2025-01-25,Factory_1,Product_2,540
2025-01-25,Factory_2,Product_3,31
2025-01-25,Factory_2,Product_4,588
2025-01-25,Factory_3,Product_5,252
2025-01-25,Factory_3,Product_6,173
2025-01-25,Factory_4,Product_7,366
2025-01-25,Factory_4,Product_8,896
2025-01-25,Factory_5,Product_10,786
2025-01-25,Factory_5,Product_9,91
2025-01-26,Factory_1,Product_1,418
2025-01-26,Factory_1,Product_2,590
2025-01-26,Factory_2,Product_3,29
2025-01-26,Factory_2,Product_4,776
2025-01-26,Factory_3,Product_5,277
2025-01-26,Factory_3,Product_6,189
2025-01-26,Factory_4,Product_7,320
2025-01-26,Factory_4,Product_8,791
2025-01-26,Factory_5,Product_10,680
2025-01-26,Factory_5,Product_9,122
2025-01-27,Factory_1,Product_1,8240
2025-01-27,Factory_1,Product_2,10971
2025-01-27,Factory_2,Product_3,580
2025-01-27,Factory_2,Product_4,12106
2025-01-27,Factory_3,Product_5,5045
2025-01-27,Factory_3,Product_6,4491
2025-01-27,Factory_4,Product_7,7338
2025-01-27,Factory_4,Product_8,18959
2025-01-27,Factory_5,Product_10,12565
2025-01-27,Factory_5,Product_9,2105
2025-01-28,Factory_1,Product_1,7848
2025-01-28,Factory_1,Product_2,11467
2025-01-28,Factory_2,Product_3,572
2025-01-28,Factory_2,Product_4,11855
2025-01-28,Factory_3,Product_5,4677
2025-01-28,Factory_3,Product_6,4119
2025-01-28,Factory_4,Product_7,6392
2025-01-28,Factory_4,Product_8,16400
2025-01-28,Factory_5,Product_10,16371
2025-01-28,Factory_5,Product_9,1373
2025-01-29,Factory_1,Product_1,9779
2025-01-29,Factory_1,Product_2,9514
2025-01-29,Factory_2,Product_3,550
2025-01-29,Factory_2,Product_4,8446
2025-01-29,Factory_3,Product_5,5285
2025-01-29,Factory_3,Product_6,3079
2025-01-29,Factory_4,Product_7,6068
2025-01-29,Factory_4,Product_8,17165
2025-01-29,Factory_5,Product_10,15636
2025-01-29,Factory_5,Product_9,1504
2025-01-30,Factory_1,Product_1,10483
2025-01-30,Factory_1,Product_2,10366
2025-01-30,Factory_2,Product_3,384
2025-01-30,Factory_2,Product_4,10686
2025-01-30,Factory_3,Product_5,4663
2025-01-30,Factory_3,Product_6,4284
2025-01-30,Factory_4,Product_7,7533
2025-01-30,Factory_4,Product_8,13754
2025-01-30,Factory_5,Product_10,10650
2025-01-30,Factory_5,Product_9,1874
2025-01-31,Factory_1,Product_1,8825
2025-01-31,Factory_1,Product_2,10984
2025-01-31,Factory_2,Product_3,531
2025-01-31,Factory_2,Product_4,11872
2025-01-31,Factory_3,Product_5,5868
2025-01-31,Factory_3,Product_6,3271
2025-01-31,Factory_4,Product_7,7452
2025-01-31,Factory_4,Product_8,20837
2025-01-31,Factory_5,Product_10,13390
2025-01-31,Factory_5,Product_9,2392
2025-02-01,Factory_1,Product_1,393
2025-02-01,Factory_1,Product_2,600
2025-02-01,Factory_2,Product_3,24
2025-02-01,Factory_2,Product_4,555
2025-02-01,Factory_3,Product_5,232
2025-02-01,Factory_3,Product_6,237
2025-02-01,Factory_4,Product_7,397
2025-02-01,Factory_4,Product_8,844
2025-02-01,Factory_5,Product_10,721
2025-02-01,Factory_5,Product_9,113
2025-02-02,Factory_1,Product_1,394
2025-02-02,Factory_1,Product_2,503
2025-02-02,Factory_2,Product_3,21
2025-02-02,Factory_2,Product_4,748
2025-02-02,Factory_3,Product_5,311
2025-02-02,Factory_3,Product_6,226
2025-02-02,Factory_4,Product_7,485
2025-02-02,Factory_4,Product_8,874
2025-02-02,Factory_5,Product_10,787
2025-02-02,Factory_5,Product_9,114
2025-02-03,Factory_1,Product_1,9896
2025-02-03,Factory_1,Product_2,11551
2025-02-03,Factory_2,Product_3,660
2025-02-03,Factory_2,Product_4,12104
2025-02-03,Factory_3,Product_5,4624
2025-02-03,Factory_3,Product_6,4093
2025-02-03,Factory_4,Product_7,7622
2025-02-03,Factory_4,Product_8,11994
2025-02-03,Factory_5,Product_10,16035
2025-02-03,Factory_5,Product_9,2876
2025-02-04,Factory_1,Product_1,10035
2025-02-04,Factory_1,Product_2,10301
2025-02-04,Factory_2,Product_3,664
2025-02-04,Factory_2,Product_4,14830
2025-02-04,Factory_3,Product_5,5150
2025-02-04,Factory_3,Product_6,4020
2025-02-04,Factory_4,Product_7,7861
2025-02-04,Factory_4,Product_8,13875
2025-02-04,Factory_5,Product_10,14730
2025-02-04,Factory_5,Product_9,1804
2025-02-05,Factory_1,Product_1,9777
2025-02-05,Factory_1,Product_2,10553
2025-02-05,Factory_2,Product_3,636
2025-02-05,Factory_2,Product_4,12560
2025-02-05,Factory_3,Product_5,5108
2025-02-05,Factory_3,Product_6,3810
2025-02-05,Factory_4,Product_7,6152
2025-02-05,Factory_4,Product_8,18793
2025-02-05,Factory_5,Product_10,15390
2025-02-05,Factory_5,Product_9,2222
2025-02-06,Factory_1,Product_1,8149
2025-02-06,Factory_1,Product_2,12096
2025-02-06,Factory_2,Product_3,549
2025-02-06,Factory_2,Product_4,12531
2025-02-06,Factory_3,Product_5,6765
2025-02-06,Factory_3,Product_6,4339
2025-02-06,Factory_4,Product_7,5929
2025-02-06,Factory_4,Product_8,16554
2025-02-06,Factory_5,Product_10,14303
2025-02-06,Factory_5,Product_9,2336
2025-02-07,Factory_1,Product_1,9380
2025-02-07,Factory_1,Product_2,7551
2025-02-07,Factory_2,Product_3,637
2025-02-07,Factory_2,Product_4,12312
2025-02-07,Factory_3,Product_5,5930
2025-02-07,Factory_3,Product_6,3724
2025-02-07,Factory_4,Product_7,9104
2025-02-07,Factory_4,Product_8,11330
2025-02-07,Factory_5,Product_10,12751
2025-02-07,Factory_5,Product_9,1990
2025-02-08,Factory_1,Product_1,462
2025-02-08,Factory_1,Product_2,434
2025-02-08,Factory_2,Product_3,27
2025-02-08,Factory_2,Product_4,625
2025-02-08,Factory_3,Product_5,274
2025-02-08,Factory_3,Product_6,204
2025-02-08,Factory_4,Product_7,317
2025-02-08,Factory_4,Product_8,920
2025-02-08,Factory_5,Product_10,682
2025-02-08,Factory_5,Product_9,112
2025-02-09,Factory_1,Product_1,469
2025-02-09,Factory_1,Product_2,420
2025-02-09,Factory_2,Product_3,27
2025-02-09,Factory_2,Product_4,787
2025-02-09,Factory_3,Product_5,304
2025-02-09,Factory_3,Product_6,224
2025-02-09,Factory_4,Product_7,311
2025-02-09,Factory_4,Product_8,732
2025-02-09,Factory_5,Product_10,713
2025-02-09,Factory_5,Product_9,85
2025-02-10,Factory_1,Product_1,10289
2025-02-10,Factory_1,Product_2,7028
2025-02-10,Factory_2,Product_3,445
2025-02-10,Factory_2,Product_4,8168
2025-02-10,Factory_3,Product_5,3879
2025-02-10,Factory_3,Product_6,3625
2025-02-10,Factory_4,Product_7,7342
2025-02-10,Factory_4,Product_8,19330
2025-02-10,Factory_5,Product_10,14166
2025-02-10,Factory_5,Product_9,2720
2025-02-11,Factory_1,Product_1,9416
2025-02-11,Factory_1,Product_2,9725
2025-02-11,Factory_2,Product_3,564
2025-02-11,Factory_2,Product_4,8776
2025-02-11,Factory_3,Product_5,5643
2025-02-11,Factory_3,Product_6,3597
2025-02-11,Factory_4,Product_7,7295
2025-02-11,Factory_4,Product_8,15762
2025-02-11,Factory_5,Product_10,10225
2025-02-11,Factory_5,Product_9,2018
2025-02-12,Factory_1,Product_1,10051
2025-02-12,Factory_1,Product_2,12058
2025-02-12,Factory_2,Product_3,538
2025-02-12,Factory_2,Product_4,11534
2025-02-12,Factory_3,Product_5,7390
2025-02-12,Factory_3,Product_6,3258
2025-02-12,Factory_4,Product_7,6402
2025-02-12,Factory_4,Product_8,16484
2025-02-12,Factory_5,Product_10,13424
2025-02-12,Factory_5,Product_9,2937
2025-02-13,Factory_1,Product_1,9225
2025-02-13,Factory_1,Product_2,10389
2025-02-13,Factory_2,Product_3,429
2025-02-13,Factory_2,Product_4,12600
2025-02-13,Factory_3,Product_5,5806
2025-02-13,Factory_3,Product_6,3339
2025-02-13,Factory_4,Product_7,7074
2025-02-13,Factory_4,Product_8,18843
2025-02-13,Factory_5,Product_10,14412
2025-02-13,Factory_5,Product_9,2243
2025-02-14,Factory_1,Product_1,9540
2025-02-14,Factory_1,Product_2,11188
2025-02-14,Factory_2,Product_3,530
2025-02-14,Factory_2,Product_4,13890
2025-02-14,Factory_3,Product_5,5758
2025-02-14,Factory_3,Product_6,2887
2025-02-14,Factory_4,Product_7,8790
2025-02-14,Factory_4,Product_8,13872
2025-02-14,Factory_5,Product_10,13705
2025-02-14,Factory_5,Product_9,2604
2025-02-15,Factory_1,Product_1,501
2025-02-15,Factory_1,Product_2,633
2025-02-15,Factory_2,Product_3,26
2025-02-15,Factory_2,Product_4,675
2025-02-15,Factory_3,Product_5,309
2025-02-15,Factory_3,Product_6,221
2025-02-15,Factory_4,Product_7,327
2025-02-15,Factory_4,Product_8,683
2025-02-15,Factory_5,Product_10,690
2025-02-15,Factory_5,Product_9,112
2025-02-16,Factory_1,Product_1,358
2025-02-16,Factory_1,Product_2,653
2025-02-16,Factory_2,Product_3,34
2025-02-16,Factory_2,Product_4,594
2025-02-16,Factory_3,Product_5,324
2025-02-16,Factory_3,Product_6,253
2025-02-16,Factory_4,Product_7,294
2025-02-16,Factory_4,Product_8,780
2025-02-16,Factory_5,Product_10,770
2025-02-16,Factory_5,Product_9,113
2025-02-17,Factory_1,Product_1,8735
2025-02-17,Factory_1,Product_2,10789
2025-02-17,Factory_2,Product_3,608
2025-02-17,Factory_2,Product_4,14561
2025-02-17,Factory_3,Product_5,4006
2025-02-17,Factory_3,Product_6,4845
2025-02-17,Factory_4,Product_7,8500
2025-02-17,Factory_4,Product_8,18081
2025-02-17,Factory_5,Product_10,12034
2025-02-17,Factory_5,Product_9,2066
2025-02-18,Factory_1,Product_1,8537
2025-02-18,Factory_1,Product_2,13130
2025-02-18,Factory_2,Product_3,538
2025-02-18,Factory_2,Product_4,14598
2025-02-18,Factory_3,Product_5,4281
2025-02-18,Factory_3,Product_6,3021
2025-02-18,Factory_4,Product_7,8006
2025-02-18,Factory_4,Product_8,12888
2025-02-18,Factory_5,Product_10,10863
2025-02-18,Factory_5,Product_9,2307
2025-02-19,Factory_1,Product_1,8313
2025-02-19,Factory_1,Product_2,11077
2025-02-19,Factory_2,Product_3,557
2025-02-19,Factory_2,Product_4,13007
2025-02-19,Factory_3,Product_5,5913
2025-02-19,Factory_3,Product_6,4435
2025-02-19,Factory_4,Product_7,6769
2025-02-19,Factory_4,Product_8,12087
2025-02-19,Factory_5,Product_10,13638
2025-02-19,Factory_5,Product_9,2377
2025-02-20,Factory_1,Product_1,8824
2025-02-20,Factory_1,Product_2,9564
2025-02-20,Factory_2,Product_3,541
2025-02-20,Factory_2,Product_4,14501
2025-02-20,Factory_3,Product_5,5122
2025-02-20,Factory_3,Product_6,4859
2025-02-20,Factory_4,Product_7,5698
2025-02-20,Factory_4,Product_8,18131
2025-02-20,Factory_5,Product_10,16055
2025-02-20,Factory_5,Product_9,2004
2025-02-21,Factory_1,Product_1,11280
2025-02-21,Factory_1,Product_2,9973
2025-02-21,Factory_2,Product_3,522
2025-02-21,Factory_2,Product_4,13203
2025-02-21,Factory_3,Product_5,6874
2025-02-21,Factory_3,Product_6,3734
2025-02-21,Factory_4,Product_7,6643
2025-02-21,Factory_4,Product_8,14693
2025-02-21,Factory_5,Product_10,18069
2025-02-21,Factory_5,Product_9,2231
2025-02-22,Factory_1,Product_1,401
2025-02-22,Factory_1,Product_2,426
2025-02-22,Factory_2,Product_3,23
2025-02-22,Factory_2,Product_4,581
2025-02-22,Factory_3,Product_5,274
2025-02-22,Factory_3,Product_6,204
2025-02-22,Factory_4,Product_7,371
2025-02-22,Factory_4,Product_8,761
2025-02-22,Factory_5,Product_10,806
2025-02-22,Factory_5,Product_9,103
2025-02-23,Factory_1,Product_1,529
2025-02-23,Factory_1,Product_2,475
2025-02-23,Factory_2,Product_3,26
2025-02-23,Factory_2,Product_4,702
2025-02-23,Factory_3,Product_5,204
2025-02-23,Factory_3,Product_6,140
2025-02-23,Factory_4,Product_7,440
2025-02-23,Factory_4,Product_8,584
2025-02-23,Factory_5,Product_10,563
2025-02-23,Factory_5,Product_9,153
2025-02-24,Factory_1,Product_1,6908
2025-02-24,Factory_1,Product_2,10392
2025-02-24,Factory_2,Product_3,480
2025-02-24,Factory_2,Product_4,12933
2025-02-24,Factory_3,Product_5,4665
2025-02-24,Factory_3,Product_6,4181
2025-02-24,Factory_4,Product_7,6335
2025-02-24,Factory_4,Product_8,14552
2025-02-24,Factory_5,Product_10,13958
2025-02-24,Factory_5,Product_9,2250
2025-02-25,Factory_1,Product_1,8785
2025-02-25,Factory_1,Product_2,12317
2025-02-25,Factory_2,Product_3,439
2025-02-25,Factory_2,Product_4,12736
2025-02-25,Factory_3,Product_5,3388
2025-02-25,Factory_3,Product_6,3382
2025-02-25,Factory_4,Product_7,7413
2025-02-25,Factory_4,Product_8,16199
2025-02-25,Factory_5,Product_10,15033
2025-02-25,Factory_5,Product_9,2811
2025-02-26,Factory_1,Product_1,9484
2025-02-26,Factory_1,Product_2,13842
2025-02-26,Factory_2,Product_3,583
2025-02-26,Factory_2,Product_4,15561
2025-02-26,Factory_3,Product_5,5569
2025-02-26,Factory_3,Product_6,4149
2025-02-26,Factory_4,Product_7,8276
2025-02-26,Factory_4,Product_8,18498
2025-02-26,Factory_5,Product_10,14875
2025-02-26,Factory_5,Product_9,2217
2025-02-27,Factory_1,Product_1,10082
2025-02-27,Factory_1,Product_2,8729
2025-02-27,Factory_2,Product_3,573
2025-02-27,Factory_2,Product_4,8067
2025-02-27,Factory_3,Product_5,5613
2025-02-27,Factory_3,Product_6,3087
2025-02-27,Factory_4,Product_7,4835
2025-02-27,Factory_4,Product_8,14367
2025-02-27,Factory_5,Product_10,15675
2025-02-27,Factory_5,Product_9,2376
2025-02-28,Factory_1,Product_1,10264
2025-02-28,Factory_1,Product_2,11671
2025-02-28,Factory_2,Product_3,397
2025-02-28,Factory_2,Product_4,10053
2025-02-28,Factory_3,Product_5,5414
2025-02-28,Factory_3,Product_6,4364
2025-02-28,Factory_4,Product_7,8696
2025-02-28,Factory_4,Product_8,20303
2025-02-28,Factory_5,Product_10,12518
2025-02-28,Factory_5,Product_9,1835
2025-03-01,Factory_1,Product_1,519
2025-03-01,Factory_1,Product_2,465
2025-03-01,Factory_2,Product_3,27
2025-03-01,Factory_2,Product_4,525
2025-03-01,Factory_3,Product_5,336
2025-03-01,Factory_3,Product_6,233
2025-03-01,Factory_4,Product_7,310
2025-03-01,Factory_4,Product_8,730
2025-03-01,Factory_5,Product_10,733
2025-03-01,Factory_5,Product_9,107
2025-03-02,Factory_1,Product_1,440
2025-03-02,Factory_1,Product_2,591
2025-03-02,Factory_2,Product_3,31
2025-03-02,Factory_2,Product_4,605
2025-03-02,Factory_3,Product_5,342
2025-03-02,Factory_3,Product_6,178
2025-03-02,Factory_4,Product_7,396
2025-03-02,Factory_4,Product_8,731
2025-03-02,Factory_5,Product_10,773
2025-03-02,Factory_5,Product_9,118
2025-03-03,Factory_1,Product_1,8653
2025-03-03,Factory_1,Product_2,10831
2025-03-03,Factory_2,Product_3,630
2025-03-03,Factory_2,Product_4,12311
2025-03-03,Factory_3,Product_5,5648
2025-03-03,Factory_3,Product_6,3355
2025-03-03,Factory_4,Product_7,7826
2025-03-03,Factory_4,Product_8,20060
2025-03-03,Factory_5,Product_10,16352
2025-03-03,Factory_5,Product_9,2840
2025-03-04,Factory_1,Product_1,10502
2025-03-04,Factory_1,Product_2,8020
2025-03-04,Factory_2,Product_3,627
2025-03-04,Factory_2,Product_4,9913
2025-03-04,Factory_3,Product_5,3943
2025-03-04,Factory_3,Product_6,2739
2025-03-04,Factory_4,Product_7,8781
2025-03-04,Factory_4,Product_8,16831
2025-03-04,Factory_5,Product_10,12802
2025-03-04,Factory_5,Product_9,2372
2025-03-05,Factory_1,Product_1,9045
2025-03-05,Factory_1,Product_2,12606
2025-03-05,Factory_2,Product_3,547
2025-03-05,Factory_2,Product_4,10925
2025-03-05,Factory_3,Product_5,6342
2025-03-05,Factory_3,Product_6,3889
2025-03-05,Factory_4,Product_7,8183
2025-03-05,Factory_4,Product_8,14974
2025-03-05,Factory_5,Product_10,13818
2025-03-05,Factory_5,Product_9,2775
2025-03-06,Factory_1,Product_1,7536
2025-03-06,Factory_1,Product_2,10069
2025-03-06,Factory_2,Product_3,476
2025-03-06,Factory_2,Product_4,11172
2025-03-06,Factory_3,Product_5,6293
2025-03-06,Factory_3,Product_6,3701
2025-03-06,Factory_4,Product_7,4867
2025-03-06,Factory_4,Product_8,15958
2025-03-06,Factory_5,Product_10,8669
2025-03-06,Factory_5,Product_9,2520
2025-03-07,Factory_1,Product_1,7740
2025-03-07,Factory_1,Product_2,10194
2025-03-07,Factory_2,Product_3,456
2025-03-07,Factory_2,Product_4,17569
2025-03-07,Factory_3,Product_5,6083
2025-03-07,Factory_3,Product_6,3113
2025-03-07,Factory_4,Product_7,6678
2025-03-07,Factory_4,Product_8,19668
2025-03-07,Factory_5,Product_10,13233
2025-03-07,Factory_5,Product_9,2863
2025-03-08,Factory_1,Product_1,402
2025-03-08,Factory_1,Product_2,465
2025-03-08,Factory_2,Product_3,29
2025-03-08,Factory_2,Product_4,816
2025-03-08,Factory_3,Product_5,334
2025-03-08,Factory_3,Product_6,217
2025-03-08,Factory_4,Product_7,387
2025-03-08,Factory_4,Product_8,998
2025-03-08,Factory_5,Product_10,673
2025-03-08,Factory_5,Product_9,114
2025-03-09,Factory_1,Product_1,502
2025-03-09,Factory_1,Product_2,500
2025-03-09,Factory_2,Product_3,29
2025-03-09,Factory_2,Product_4,603
2025-03-09,Factory_3,Product_5,240
2025-03-09,Factory_3,Product_6,189
2025-03-09,Factory_4,Product_7,368
